_id,model,Serial,Barcode,prix,price,devise,Situation,PassOg,Description,ConfigUser,CreationDate,DMS,Photo,Power,files,localisation
682,290714,1.15E+12,PGR000157,,,,En panne,false,Alimentation 48V pour TX FM 50W,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
683,290714,1.15E+12,PGR000156,,,,En panne,false,Alimentation 48V pour TX FM 50W,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
684,GFR 1K5 PS 48,F1228091,PGR000155,,,,En panne,false,Alimentation module 48v de l'ampli 1k5W,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magasin
685,,,PGR000154,,,,En service,false,BAIE,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission 
686,,,PGR000153,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Bureau
687,ATU0807420,,PGR000152,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,1200,,ExtÃ©rieur
688,ATU0807420,,PGR000151,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,1200,,ExtÃ©rieur
689,ATU0807420,,PGR000150,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,1200,,ExtÃ©rieur
690,ATU0807420,,PGR000149,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,1200,,ExtÃ©rieur
691,,19A010,PGR000148,,,,En service,false,Exciter DVBT,h.zagrari,2024-12-22T10:37:17.963Z,2019-06-18T23:00:00.000Z,,,,Salle d'Ã©mission 
692,PREVECTRON3 TS10,,PGR000147,,,,En service,false,Paratonnere Ã  dispositif d'amorÃ§age PDA,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
693,EK-DTX/2,,PGR000146,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
694,EK-DTX/2,,PGR000145,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
695,EK-SHU/1,,PGR000144,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
696,EK-PWS/1K5,,PGR000143,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
697,EK-PWS/1K5,,PGR000142,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
698,501-136,,PGR000141,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
699,PG010AFR11,1.40E+11,PGR000140,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
700,,,PGR000139,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
701,M2QA132M4A,3412003012,PGR000138,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
702,AHU-J 120 AB,,PGR000137,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
703,,,PGR000136,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
704,,,PGR000135,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
705,,,PGR000134,,,,HS,false,140 m,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
706,,,PGR000133,,,,HS,false,175 m,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
707,,,PGR000132,,,,En service,false,220 m,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
708,,,PGR000131,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
709,"1,20 m",,PGR000130,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Toit du Centre
710,"1,80 m",,PGR000129,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Toit du Centre
711,,,PGR000128,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d emission
712,,,PGR000127,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,magasin
713,SQ-SD,137,PGR000126,,,,En stock,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
714,,102,PGR000125,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
715,,,PGR000124,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,450000,,salle d'emission
716,PM5KWDRM5Plus,208,PGR000123,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,Magazin
717,PM5KWDRM5Plus,188,PGR000122,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
718,PM5KWDRM5Plus,153,PGR000121,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
719,PM5KWDRM5Plus,186,PGR000120,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
720,PM5KWDRM5Plus,173,PGR000119,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
721,PM5KWDRM5Plus,216,PGR000118,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
722,PM5KWDRM5Plus,111,PGR000117,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
723,PM5KWDRM5Plus,203,PGR000116,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
724,PM5KWDRM5Plus,184,PGR000115,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
725,PM5KWDRM5Plus,175,PGR000114,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
726,PM5KWDRM5Plus,134,PGR000113,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
727,PM5KWDRM5Plus,176,PGR000112,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
728,PM5KWDRM5Plus,214,PGR000111,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
729,PM5KWDRM5Plus,119,PGR000110,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
730,PM5KWDRM5Plus,177,PGR000109,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
731,PM5KWDRM5Plus,189,PGR000108,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
732,PM5KWDRM5Plus,211,PGR000107,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
733,PM5KWDRM5Plus,156,PGR000106,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
734,PM5KWDRM5Plus,180,PGR000105,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
735,PM5KWDRM5Plus,117,PGR000104,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
736,PM5KWDRM5Plus,161,PGR000103,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
737,PM5KWDRM5Plus,172,PGR000102,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
738,PM5KWDRM5Plus,684,PGR000101,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
739,PM5KWDRM5Plus,143,PGR000100,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
740,PM5KWDRM5Plus,191,PGR000099,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
741,PM5KWDRM5Plus,681,PGR000098,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
742,PM5KWDRM5Plus,123,PGR000097,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
743,PM5KWDRM5Plus,174,PGR000096,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
744,PM5KWDRM5Plus,185,PGR000095,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
745,PM5KWDRM5Plus,210,PGR000094,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
746,PM5KWDRM5Plus,11,PGR000093,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
747,PM5KWDRM5Plus,129,PGR000092,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
748,PM5KWDRM5Plus,155,PGR000091,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
749,PM5KWDRM5Plus,162,PGR000090,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
750,PM5KWDRM5Plus,213,PGR000089,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
751,PM5KWDRM5Plus,209,PGR000088,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
752,PM5KWDRM5Plus,187,PGR000087,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
753,PM5KWDRM5Plus,181,PGR000086,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
754,PM5KWDRM5Plus,178,PGR000085,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
755,PM5KWDRM5Plus,163,PGR000084,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
756,PM5KWDRM5Plus,154,PGR000083,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
757,PM5KWDRM5Plus,118,PGR000082,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
758,PM5KWDRM5Plus,202,PGR000081,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
759,PM5KWDRM5Plus,112,PGR000080,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,5000,,salle d'emission
760,,,PGR000079,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
761,,,PGR000078,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
762,,207,PGR000077,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
763,,128,PGR000076,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
764,,193,PGR000075,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
765,,132,PGR000074,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
766,,126,PGR000073,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
767,,147,PGR000072,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
768,,167,PGR000071,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
769,,141,PGR000070,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
770,,158,PGR000069,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
771,,131,PGR000068,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
772,,x,PGR000067,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
773,TSC2092,505226862,PGR000066,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
774,TSC3094,505226854,PGR000065,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
775,TSC3092,505226844,PGR000064,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
776,TSC3092,1209286146,PGR000063,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
777,TSC3094,1209286148,PGR000062,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
778,,105,PGR000061,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
779,TSC2694,1110296098,PGR000060,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
780,TSC2694,505226840,PGR000059,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
781,,x,PGR000058,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
782,,195,PGR000057,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
783,TSC2694,505226839,PGR000056,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
784,TSC3092,505226844,PGR000055,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
785,,179,PGR000054,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
786,,135,PGR000053,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
787,,140,PGR000052,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
788,,170,PGR000051,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
789,,136,PGR000050,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
790,,137,PGR000049,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
791,TSC3094,505226855,PGR000048,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
792,TSC3092,505226846,PGR000047,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
793,TSC3092,1209286145,PGR000046,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
794,,201,PGR000045,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
795,,139,PGR000044,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
796,,164,PGR000043,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
797,,104,PGR000042,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
798,,145,PGR000041,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
799,,107,PGR000040,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
800,,130,PGR000039,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
801,,x,PGR000038,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
802,,109,PGR000037,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
803,,154,PGR000036,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
804,,x,PGR000035,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
805,,x,PGR000034,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
806,,205,PGR000033,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
807,,138,PGR000032,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
808,,,PGR000031,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
809,VRE RDH 500 R/F,118748,PGR000030,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,terrasse
810,,101,PGR000029,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
811,TSC2092,1213-351621,PGR000028,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
812,TSC-3094,1213-351658,PGR000027,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
813,TSC-3094,1213-351651,PGR000026,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
814,TSC-3094,1213-351650,PGR000025,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
815,TSC3092,1213-351644,PGR000024,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
816,TSC3092,1213-351644,PGR000023,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
817,TSC3092,1213-351644,PGR000022,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
818,TSC3092,1213-351643,PGR000021,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
819,TSC3092,1213-351639,PGR000020,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
820,TSC-2694,0114-351638,PGR000019,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
821,TSC-2694,0114-351637,PGR000018,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
822,TSC-2694,0114-351631,PGR000017,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
823,TSC-2694,0114-351629,PGR000016,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,
824,TSC3092,1213351640,PGR000015,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
825,TSC2694,114351632,PGR000014,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
826,TSC2694,114351633,PGR000013,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
827,TSC2694,114351630,PGR000012,,,,EN PANNE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
828,TSC2092,1213351619,PGR000011,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
829,TSC3094,1213351656,PGR000010,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
830,TSC3094,1213351654,PGR000009,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
831,TSC3094,1213351652,PGR000008,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
832,TSC3094,1213351653,PGR000007,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
833,TSC3094,1213351659,PGR000006,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
834,TSC2092,1213-351626,PGR000005,,,,En stock,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
835,TSC2092,1213-351628,PGR000004,,,,En stock,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
836,TSC2092,1213-351624,PGR000003,,,,En stock,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
837,TSC2092,1213-351627,PGR000002,,,,En stock,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Magazin
838,,3360,PGR000001,,,,en service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
839,,Â ,LTS0003,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,CAVE
840,,,LTE0002,,,,EN SERVICE,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,SRD OUJDA
841,,,LT920E001,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,2014-01-01T00:00:00.000Z,,,,ExtÃ©rieur
842,,Â ,LT919E001,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,2014-01-01T00:00:00.000Z,,,,ExtÃ©rieur
843,,Â ,LT919E000,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,2014-01-01T00:00:00.000Z,,,,ExtÃ©rieur
844,MY-PDL1500,,LT896E002,,,,En Service,false,8PANNEAUX,h.zagrari,2024-12-22T10:37:17.963Z,2023-10-09T23:00:00.000Z,,,,896RE001/ExtÃ©rieur/RDC
845,"OFFSET 1,8M",,LT896E001,,,,En Service,false,,h.zagrari,2024-12-22T10:37:17.963Z,2023-08-17T23:00:00.000Z,,,,896RE001/ExtÃ©rieur/RDC
846,,,LT842R005,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,842R000/Hall/RDC
847,,,LT842R004,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,842R000/Hall/RDC
848,,,LT842R003,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,842R001/Salle Ã©mission/RDC
849,RTM-3301,,LT842R002,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,842R001/Salle Ã©mission/RDC
850,,,LT842E014,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,842E003/Poste transformateur
851,,,LT824E009,,,,En service,false,eutelsat fm,h.zagrari,2024-12-22T10:37:17.963Z,,,,,824E000/Exterieur/RDC
852,,,LT824E004,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,824E000/Exterieur/RDC
853,,,LT821E003,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,821R000/EXTERIEUR
854,,,LT821E002,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,821R000/EXTERIEUR
855,180,,LT821E001,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,2016-02-17T00:00:00.000Z,,,,821R000/EXTERIEUR
856,,,LT818R160,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,2015-11-29T00:00:00.000Z,,,,Exterieur
857,,,LT806R401,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Hall
858,,,LT806R400,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Hall
859,,,LT806R103,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Hall
860,,,LT806E315,,,,HS,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
861,,,LT806E314,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
862,,,LT806E313,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
863,,,LT806312,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
864,,,LT806311,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
865,,,LT806310,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
866,,,LT806309,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
867,,,LT806308,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
868,,,LT806307,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
869,,,LT806306,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
870,,,LT806305,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
871,,,LT806304,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
872,,,LT806303,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
873,,,LT806302,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Exterieur
874,,,LT623E002,,,,En service,false,"10 m, 4 panneaux UHF, dipÃ´le FM",h.zagrari,2025-02-12T12:47:50.481Z,,,,,ExtÃ©rieur
875,,,LT623E001,,,,En service,false,"Ã˜ 1,8 m",h.zagrari,2025-02-12T12:47:50.586Z,,,,,ExtÃ©rieur
876,,,LT622E002,,,,En service,false,"10 m, 4 panneaux UHF, 2 dipÃ´les FM",h.zagrari,2025-02-12T12:39:42.718Z,,,,,ExtÃ©rieur
877,,,LT622E001,,,,En service,false,"Ã˜ 1,8 m",h.zagrari,2025-02-12T12:39:42.787Z,,,,,ExtÃ©rieur
878,,,LT616E100,,,,En Service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
879,,,LT614R001,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
880,,,LT614E002,,,,En service,false,"30 m, 4 antennes FM, 2 antennes UHF, 8 antennes VHF",h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
881,,,LT613E002,,,,En service,false,"10 m, 4 panneaux UHF, 1 dipÃ´les FM",h.zagrari,2025-02-12T12:30:21.538Z,,,,,ExtÃ©rieur
882,,,LT613E001,,,,En service,false,"1,8 m",h.zagrari,2025-02-12T12:30:21.610Z,,,,,ExtÃ©rieur
883,,,LT609E001,,,,En service,false,"1,8 m",h.zagrari,2025-02-12T13:16:29.365Z,,,,,ExtÃ©rieur
884,,,LT609E000,,,,En service,false,"8 m, 4 panneaux UHF, 1 antenne FM",h.zagrari,2025-02-12T13:16:29.437Z,,,,,ExtÃ©rieur
885,,,LT608R000,,,,En service,false,,h.zagrari,2025-02-12T12:12:05.118Z,,,,,Salle d'Ã©mission
886,,,LT608E000,,,,En service,false,"30 m, 2 antennes FM, 32 panneaux VHF, 4 panneaux UHF, 2 paraboles FH analogique",h.zagrari,2025-02-12T12:12:05.189Z,,,,,ExtÃ©rieur
887,,,LT604R008,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
888,,,LT604R007,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
889,,,LT604R006,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
890,,,LT604R005,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
891,,,LT604R004,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Salle d'Ã©mission
892,,,LT604E002,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
893,,,LT604E001,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,ExtÃ©rieur
894,,Â ,LT602R000,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,,,,,Hall/ Salle de contrÃ´le
895,,,LT535E0009,,,,En service,false,Antenne FM YAGI,h.zagrari,2024-12-22T10:37:17.963Z,2012-03-16T00:00:00.000Z,,,,ExtÃ©rieur
896,ref 0235A,,LT535E0008,,,,En service,false,Antenne FM YAGI,h.zagrari,2024-12-22T10:37:17.963Z,2012-03-16T00:00:00.000Z,,,,ExtÃ©rieur
897,BAN4000,,LT535E0004,,,,En service,false,,h.zagrari,2024-12-22T10:37:17.963Z,2012-10-19T00:00:00.000Z,,,,ExtÃ©rieur
